latency_sec
0.00012320799999976373
5.417000000562666e-06
5.0419999979567365e-06
4.083000000321135e-06
5.125000001271474e-06
5.12499999771876e-06
4.41699999953471e-06
4.457999999374351e-06
3.792000001112683e-06
4.2919999998503044e-06
4.083000000321135e-06
3.750000001190301e-06
3.6660000013455374e-06
4.2499999999279225e-06
4.208000000005541e-06
4.332999999689946e-06
3.833000000952325e-06
4.749999998665544e-06
4.2499999999279225e-06
4.208000000005541e-06
3.7499999976375875e-06
3.5420000017438724e-06
5.082999997796378e-06
4.499999999296733e-06
3.415999998424013e-06
3.5000000018214905e-06
4.083000000321135e-06
4.374999999612328e-06
3.95800000063673e-06
4.457999999374351e-06
4.374999999612328e-06
3.5840000016662543e-06
7.625000002065008e-06
3.7919999975599694e-06
4.042000000481494e-06
3.8750000008747065e-06
3.33399999874473e-06
4.125000000243517e-06
4.042000000481494e-06
3.457999998346395e-06
3.95900000071947e-06
4.33300000324266e-06
3.499999998268777e-06
3.3749999985843715e-06
4.000000000559112e-06
3.457999998346395e-06
5.249999997403165e-06
3.5420000017438724e-06
3.5829999980308003e-06
3.3330000022147033e-06
3.708999997797946e-06
3.8750000008747065e-06
4.415999999451969e-06
4.000000000559112e-06
3.95900000071947e-06
4.374999999612328e-06
5.458000000402308e-06
3.833999997482351e-06
4.2499999999279225e-06
3.792000001112683e-06
3.790999997477229e-06
3.8750000008747065e-06
3.5839999981135406e-06
3.708999997797946e-06
3.457999998346395e-06
3.8750000008747065e-06
4.167000000165899e-06
3.95800000063673e-06
3.7910000010299427e-06
4.832999998427567e-06
4.625000002533852e-06
3.95800000063673e-06
3.95800000063673e-06
4.125000000243517e-06
4.083999996851162e-06
4.000000000559112e-06
4.415999999451969e-06
3.7919999975599694e-06
3.9170000007970884e-06
3.792000001112683e-06
3.5420000017438724e-06
4.458999999457092e-06
4.208000000005541e-06
4.125000000243517e-06
4.457999999374351e-06
3.834000001035065e-06
3.7079999977152056e-06
3.457999998346395e-06
3.291999998822348e-06
4.66599999882078e-06
3.5829999980308003e-06
3.5829999980308003e-06
3.4589999984291353e-06
3.8750000008747065e-06
3.5829999980308003e-06
4.541999999219115e-06
3.5420000017438724e-06
3.916999997244375e-06
4.000000000559112e-06
3.8750000008747065e-06
3.666999997875564e-06
3.6670000014282778e-06
3.6660000013455374e-06
4.499999999296733e-06
3.9170000007970884e-06
5.000000001587068e-06
3.3749999985843715e-06
3.708999997797946e-06
5.0419999979567365e-06
4.374999999612328e-06
2.1499999999008423e-05
4.333999999772686e-06
5.791999999615882e-06
4.707999998743162e-06
4.2919999998503044e-06
4.000000000559112e-06
4.457999999374351e-06
3.8750000008747065e-06
3.8750000008747065e-06
4.209000000088281e-06
3.9170000007970884e-06
4.374999999612328e-06
3.5829999980308003e-06
4.000000000559112e-06
4.125000000243517e-06
4.083000000321135e-06
3.792000001112683e-06
3.95800000063673e-06
3.833000000952325e-06
4.332999999689946e-06
4.042000000481494e-06
4.499999999296733e-06
3.0839999993759193e-06
3.792000001112683e-06
4.125000000243517e-06
3.541000001661132e-06
4.000000000559112e-06
3.1669999991379427e-06
4.7920000021406395e-06
4.415999999451969e-06
4.2499999999279225e-06
3.5839999981135406e-06
4.749999998665544e-06
3.7079999977152056e-06
3.7910000010299427e-06
4.083000000321135e-06
3.750000001190301e-06
3.583000001583514e-06
3.5000000018214905e-06
3.8750000008747065e-06
3.95800000063673e-06
4.125000000243517e-06
4.167000000165899e-06
3.625000001505896e-06
3.7919999975599694e-06
3.916000000714348e-06
4.042000000481494e-06
4.290999999767564e-06
3.916000000714348e-06
4.167000000165899e-06
4.750000002218258e-06
3.8750000008747065e-06
3.834000001035065e-06
3.7080000012679193e-06
3.583000001583514e-06
4.499999999296733e-06
3.415999998424013e-06
6.708000000799075e-06
3.583000001583514e-06
3.874999997321993e-06
4.208000000005541e-06
1.8375000003345576e-05
5.7499999996935e-06
5.209000001116237e-06
4.875000001902663e-06
4.9580000052174e-06
3.833000000952325e-06
4.084000003956589e-06
3.999999997006398e-06
4.541999999219115e-06
3.3749999985843715e-06
4.791999998587926e-06
4.458999995904378e-06
3.959000004272184e-06
3.957999993531303e-06
3.833000000952325e-06
4.1249999966908035e-06
3.87500000442742e-06
3.874999997321993e-06
4.167000000165899e-06
3.7499999976375875e-06
3.708999997797946e-06
3.541999994638445e-06
4.1249999966908035e-06
3.583000001583514e-06
4.3750000031650416e-06
4.500000002849447e-06
3.6670000014282778e-06
5.375000000640284e-06
3.9170000007970884e-06
